Date,DayOfWeek,Month,Year,Temperature,Humidity,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,IsHoliday,IsVacation,IsExam,IsRegularAcademic,IsFestival,IsConvocation,EnergyConsumption,Hour,TimeOfDay
2021-01-01,Friday,1,2021,21.1,53.8,243.6,0,1,3.5,0,1,0,0,0,0,85.3,18,Evening
2021-01-01,Friday,1,2021,17.2,57.1,243.6,1,1,8.5,0,1,0,0,0,0,92.0,19,Evening
2021-01-01,Friday,1,2021,23.4,62.3,226.5,0,1,10.7,0,1,0,0,0,0,81.3,20,Evening
2021-01-01,Friday,1,2021,20.1,62.4,247.79999999999998,1,1,6.9,0,1,0,0,0,0,96.8,21,Evening
2021-01-01,Friday,1,2021,13.4,46.6,118.8,1,1,7.1,0,1,0,0,0,0,73.8,22,Evening
2021-01-01,Friday,1,2021,9.8,62.8,113.39999999999999,1,1,2.3,0,1,0,0,0,0,79.3,23,Evening
2021-01-02,Saturday,1,2021,11.1,55.4,50.0,0,0,6.7,1,1,0,0,0,0,37.4,0,Late Night
2021-01-02,Saturday,1,2021,15.1,95.0,50.0,0,0,4.1,1,1,0,0,0,0,46.5,1,Late Night
2021-01-02,Saturday,1,2021,7.9,42.7,50.0,0,0,5.2,1,1,0,0,0,0,23.1,2,Late Night
2021-01-02,Saturday,1,2021,17.5,33.8,50.0,0,0,5.1,1,1,0,0,0,0,35.7,3,Late Night
2021-01-02,Saturday,1,2021,23.4,34.6,50.0,0,0,5.6,1,1,0,0,0,0,55.9,4,Late Night
2021-01-02,Saturday,1,2021,15.1,60.0,50.0,0,0,1.2,1,1,0,0,0,0,49.0,5,Late Night
2021-01-02,Saturday,1,2021,28.2,42.2,87.89999999999999,0,0,0.0,1,1,0,0,0,0,69.4,6,Morning
2021-01-02,Saturday,1,2021,18.5,49.1,90.0,0,0,24.7,1,1,0,0,0,0,27.5,7,Morning
2021-01-02,Saturday,1,2021,14.0,71.6,90.0,0,0,2.3,1,1,0,0,0,0,43.8,8,Morning
2021-01-02,Saturday,1,2021,13.1,44.2,381.0,1,0,46.3,1,1,0,0,0,0,61.8,9,Morning
2021-01-02,Saturday,1,2021,16.1,54.2,340.8,1,0,27.1,1,1,0,0,0,0,81.7,10,Morning
2021-01-02,Saturday,1,2021,20.8,39.6,363.9,1,1,33.4,1,1,0,0,0,0,104.5,11,Morning
2021-01-02,Saturday,1,2021,27.0,39.7,356.09999999999997,1,1,51.2,1,1,0,0,0,0,111.0,12,Afternoon
2021-01-02,Saturday,1,2021,29.1,52.2,344.4,1,1,48.5,1,1,0,0,0,0,113.0,13,Afternoon
2021-01-02,Saturday,1,2021,23.4,41.5,363.9,1,0,39.3,1,1,0,0,0,0,108.7,14,Afternoon
2021-01-02,Saturday,1,2021,27.2,59.4,343.5,0,0,34.8,1,1,0,0,0,0,75.8,15,Afternoon
2021-01-02,Saturday,1,2021,17.2,56.2,363.59999999999997,0,1,11.0,1,1,0,0,0,0,81.7,16,Afternoon
2021-01-02,Saturday,1,2021,20.3,28.9,237.0,1,1,16.9,1,1,0,0,0,0,99.9,17,Afternoon
2021-01-02,Saturday,1,2021,16.4,49.7,222.0,0,1,0.0,1,1,0,0,0,0,80.4,18,Evening
2021-01-02,Saturday,1,2021,25.5,56.0,234.6,0,1,5.7,1,1,0,0,0,0,87.6,19,Evening
2021-01-02,Saturday,1,2021,17.3,50.4,243.29999999999998,1,1,6.5,1,1,0,0,0,0,109.6,20,Evening
2021-01-02,Saturday,1,2021,22.2,37.9,234.29999999999998,1,1,2.7,1,1,0,0,0,0,109.9,21,Evening
2021-01-02,Saturday,1,2021,22.5,64.3,123.3,1,1,3.3,1,1,0,0,0,0,84.4,22,Evening
2021-01-02,Saturday,1,2021,28.9,43.0,121.5,1,1,4.7,1,1,0,0,0,0,119.0,23,Evening
2021-01-03,Sunday,1,2021,5.0,50.1,50.0,0,0,5.1,1,1,0,0,0,0,22.3,0,Late Night
2021-01-03,Sunday,1,2021,15.3,33.1,50.0,0,0,9.7,1,1,0,0,0,0,38.7,1,Late Night
2021-01-03,Sunday,1,2021,18.0,80.9,50.0,0,0,10.3,1,1,0,0,0,0,47.8,2,Late Night
2021-01-03,Sunday,1,2021,17.9,60.3,50.0,0,0,1.5,1,1,0,0,0,0,23.5,3,Late Night
2021-01-03,Sunday,1,2021,11.4,87.5,50.0,0,0,5.2,1,1,0,0,0,0,16.0,4,Late Night
2021-01-03,Sunday,1,2021,12.1,64.5,50.0,0,0,6.1,1,1,0,0,0,0,24.4,5,Late Night
2021-01-03,Sunday,1,2021,11.8,64.1,92.39999999999999,0,0,9.6,1,1,0,0,0,0,31.3,6,Morning
2021-01-03,Sunday,1,2021,11.9,34.5,85.2,0,1,1.3,1,1,0,0,0,0,55.6,7,Morning
2021-01-03,Sunday,1,2021,15.1,59.2,84.6,0,0,24.2,1,1,0,0,0,0,21.2,8,Morning
2021-01-03,Sunday,1,2021,25.3,46.3,331.5,1,1,55.8,1,1,0,0,0,0,118.1,9,Morning
2021-01-03,Sunday,1,2021,13.9,25.9,352.8,0,0,35.4,1,1,0,0,0,0,51.6,10,Morning
2021-01-03,Sunday,1,2021,13.1,63.2,369.3,0,0,56.9,1,1,0,0,0,0,57.4,11,Morning
2021-01-03,Sunday,1,2021,16.4,26.9,364.5,1,1,36.2,1,1,0,0,0,0,88.8,12,Afternoon
2021-01-03,Sunday,1,2021,23.5,32.7,349.5,1,1,42.2,1,1,0,0,0,0,101.8,13,Afternoon
2021-01-03,Sunday,1,2021,23.3,36.4,370.5,1,0,24.3,1,1,0,0,0,0,103.1,14,Afternoon
2021-01-03,Sunday,1,2021,22.4,58.2,368.7,1,0,8.7,1,1,0,0,0,0,105.9,15,Afternoon
2021-01-03,Sunday,1,2021,21.5,59.6,348.0,1,0,0.1,1,1,0,0,0,0,95.9,16,Afternoon
2021-01-03,Sunday,1,2021,22.1,41.3,233.7,1,1,0.0,1,1,0,0,0,0,106.0,17,Afternoon
2021-01-03,Sunday,1,2021,20.6,55.6,256.8,0,1,0.0,1,1,0,0,0,0,97.5,18,Evening
2021-01-03,Sunday,1,2021,19.8,43.8,231.89999999999998,0,1,5.9,1,1,0,0,0,0,99.4,19,Evening
2021-01-03,Sunday,1,2021,21.9,68.0,238.5,1,1,3.8,1,1,0,0,0,0,108.2,20,Evening
2021-01-03,Sunday,1,2021,26.9,46.7,237.0,1,1,0.6,1,1,0,0,0,0,127.8,21,Evening
2021-01-03,Sunday,1,2021,19.1,59.5,128.7,0,0,11.8,1,1,0,0,0,0,58.7,22,Evening
2021-01-03,Sunday,1,2021,13.8,42.8,124.8,0,1,4.2,1,1,0,0,0,0,49.7,23,Evening
2021-01-04,Monday,1,2021,10.2,61.4,50.0,0,0,2.2,0,1,0,0,0,0,24.3,0,Late Night
2021-01-04,Monday,1,2021,5.0,72.4,50.0,0,0,12.3,0,1,0,0,0,0,21.1,1,Late Night
2021-01-04,Monday,1,2021,13.3,57.2,50.0,0,0,5.7,0,1,0,0,0,0,51.6,2,Late Night
2021-01-04,Monday,1,2021,8.5,48.1,50.0,0,0,4.5,0,1,0,0,0,0,24.6,3,Late Night
2021-01-04,Monday,1,2021,5.3,77.3,50.0,0,0,5.2,0,1,0,0,0,0,21.3,4,Late Night
2021-01-04,Monday,1,2021,5.0,60.9,50.0,1,0,10.5,0,1,0,0,0,0,57.0,5,Late Night
2021-01-04,Monday,1,2021,13.0,95.0,80.1,0,1,0.6,0,1,0,0,0,0,49.1,6,Morning
2021-01-04,Monday,1,2021,13.2,41.8,90.89999999999999,1,0,0.0,0,1,0,0,0,0,82.8,7,Morning
2021-01-04,Monday,1,2021,19.1,44.9,88.2,0,0,13.0,0,1,0,0,0,0,55.5,8,Morning
2021-01-04,Monday,1,2021,23.4,33.1,369.9,1,0,22.6,0,1,0,0,0,0,99.1,9,Morning
2021-01-04,Monday,1,2021,20.2,44.6,365.09999999999997,1,1,44.9,0,1,0,0,0,0,109.1,10,Morning
2021-01-04,Monday,1,2021,11.1,47.2,370.5,1,0,26.1,0,1,0,0,0,0,89.5,11,Morning
2021-01-04,Monday,1,2021,19.1,20.0,353.7,1,0,67.0,0,1,0,0,0,0,81.1,12,Afternoon
2021-01-04,Monday,1,2021,27.7,42.3,357.9,1,0,28.2,0,1,0,0,0,0,113.9,13,Afternoon
2021-01-04,Monday,1,2021,22.5,40.3,348.9,0,1,36.8,0,1,0,0,0,0,87.0,14,Afternoon
2021-01-04,Monday,1,2021,17.9,24.5,364.5,1,0,27.6,0,1,0,0,0,0,102.4,15,Afternoon
2021-01-04,Monday,1,2021,32.4,22.4,360.59999999999997,1,1,3.9,0,1,0,0,0,0,137.8,16,Afternoon
2021-01-04,Monday,1,2021,17.0,28.9,234.6,1,1,0.0,0,1,0,0,0,0,128.1,17,Afternoon
2021-01-04,Monday,1,2021,20.7,37.1,242.39999999999998,1,1,7.0,0,1,0,0,0,0,117.2,18,Evening
2021-01-04,Monday,1,2021,14.4,76.6,244.79999999999998,0,1,6.9,0,1,0,0,0,0,81.3,19,Evening
2021-01-04,Monday,1,2021,18.8,39.1,254.39999999999998,1,1,4.3,0,1,0,0,0,0,106.6,20,Evening
2021-01-04,Monday,1,2021,11.9,59.2,248.39999999999998,1,1,4.8,0,1,0,0,0,0,77.1,21,Evening
2021-01-04,Monday,1,2021,20.5,54.1,129.9,1,0,1.2,0,1,0,0,0,0,80.4,22,Evening
2021-01-04,Monday,1,2021,21.4,50.4,116.69999999999999,0,1,3.7,0,1,0,0,0,0,67.1,23,Evening
2021-01-05,Tuesday,1,2021,12.6,68.8,50.0,0,0,2.3,0,1,0,0,0,0,46.1,0,Late Night
2021-01-05,Tuesday,1,2021,5.0,63.3,50.0,0,0,5.2,0,1,0,0,0,0,33.8,1,Late Night
2021-01-05,Tuesday,1,2021,10.8,84.5,50.0,0,0,3.9,0,1,0,0,0,0,28.4,2,Late Night
2021-01-05,Tuesday,1,2021,9.2,36.2,50.0,0,0,4.9,0,1,0,0,0,0,32.2,3,Late Night
2021-01-05,Tuesday,1,2021,18.8,79.8,50.0,0,0,4.4,0,1,0,0,0,0,46.0,4,Late Night
2021-01-05,Tuesday,1,2021,14.8,95.0,50.0,0,0,3.1,0,1,0,0,0,0,50.6,5,Late Night
2021-01-05,Tuesday,1,2021,22.2,52.5,95.39999999999999,0,0,4.7,0,1,0,0,0,0,69.5,6,Morning
2021-01-05,Tuesday,1,2021,24.1,44.2,96.6,0,0,6.6,0,1,0,0,0,0,48.3,7,Morning
2021-01-05,Tuesday,1,2021,8.0,49.5,81.0,0,0,34.6,0,1,0,0,0,0,22.1,8,Morning
2021-01-05,Tuesday,1,2021,25.7,42.0,371.09999999999997,1,0,30.8,0,1,0,0,0,0,100.4,9,Morning
2021-01-05,Tuesday,1,2021,20.6,62.3,366.0,1,1,38.4,0,1,0,0,0,0,106.8,10,Morning
2021-01-05,Tuesday,1,2021,18.5,37.7,348.3,1,0,43.6,0,1,0,0,0,0,87.5,11,Morning
2021-01-05,Tuesday,1,2021,16.7,49.7,369.0,1,0,71.6,0,1,0,0,0,0,77.0,12,Afternoon
2021-01-05,Tuesday,1,2021,24.6,42.8,344.4,1,0,52.4,0,1,0,0,0,0,82.9,13,Afternoon
2021-01-05,Tuesday,1,2021,21.3,57.9,367.8,1,0,18.1,0,1,0,0,0,0,116.4,14,Afternoon
2021-01-05,Tuesday,1,2021,20.6,78.2,357.9,1,1,14.8,0,1,0,0,0,0,121.8,15,Afternoon
2021-01-05,Tuesday,1,2021,22.1,30.8,383.7,1,1,25.4,0,1,0,0,0,0,134.9,16,Afternoon
2021-01-05,Tuesday,1,2021,13.6,39.6,252.29999999999998,0,0,0.0,0,1,0,0,0,0,73.8,17,Afternoon
2021-01-05,Tuesday,1,2021,19.3,55.1,247.2,1,1,4.6,0,1,0,0,0,0,106.7,18,Evening
2021-01-05,Tuesday,1,2021,21.4,71.6,228.29999999999998,1,1,4.9,0,1,0,0,0,0,91.7,19,Evening
2021-01-05,Tuesday,1,2021,17.6,62.6,235.2,0,0,3.0,0,1,0,0,0,0,57.0,20,Evening
2021-01-05,Tuesday,1,2021,5.0,61.4,244.79999999999998,1,0,2.1,0,1,0,0,0,0,66.1,21,Evening
2021-01-05,Tuesday,1,2021,16.2,72.6,120.89999999999999,0,1,7.6,0,1,0,0,0,0,59.2,22,Evening
2021-01-05,Tuesday,1,2021,13.1,45.8,121.19999999999999,1,0,9.2,0,1,0,0,0,0,75.7,23,Evening
2021-01-06,Wednesday,1,2021,11.7,60.5,50.0,0,0,6.2,0,1,0,0,0,0,46.3,0,Late Night
2021-01-06,Wednesday,1,2021,15.1,39.7,50.0,0,0,3.0,0,1,0,0,0,0,34.3,1,Late Night
2021-01-06,Wednesday,1,2021,10.8,57.8,50.0,0,0,3.3,0,1,0,0,0,0,33.1,2,Late Night
2021-01-06,Wednesday,1,2021,13.2,34.7,50.0,0,0,6.2,0,1,0,0,0,0,41.9,3,Late Night
2021-01-06,Wednesday,1,2021,11.2,46.6,50.0,0,0,0.6,0,1,0,0,0,0,44.8,4,Late Night
2021-01-06,Wednesday,1,2021,11.6,78.3,50.0,1,0,9.4,0,1,0,0,0,0,70.9,5,Late Night
2021-01-06,Wednesday,1,2021,13.5,72.4,84.6,1,0,2.6,0,1,0,0,0,0,65.1,6,Morning
2021-01-06,Wednesday,1,2021,22.7,44.4,89.1,0,0,4.7,0,1,0,0,0,0,42.8,7,Morning
2021-01-06,Wednesday,1,2021,11.3,43.0,85.8,0,0,20.1,0,1,0,0,0,0,41.9,8,Morning
2021-01-06,Wednesday,1,2021,11.2,43.6,363.59999999999997,1,0,21.8,0,1,0,0,0,0,104.9,9,Morning
2021-01-06,Wednesday,1,2021,18.6,65.5,350.4,1,0,35.7,0,1,0,0,0,0,96.9,10,Morning
2021-01-06,Wednesday,1,2021,17.4,48.8,354.3,0,0,50.8,0,1,0,0,0,0,62.2,11,Morning
2021-01-06,Wednesday,1,2021,21.2,71.3,347.09999999999997,1,1,48.6,0,1,0,0,0,0,110.6,12,Afternoon
2021-01-06,Wednesday,1,2021,15.5,68.7,373.2,1,1,43.2,0,1,0,0,0,0,103.7,13,Afternoon
2021-01-06,Wednesday,1,2021,33.9,43.0,365.7,1,0,43.8,0,1,0,0,0,0,128.1,14,Afternoon
2021-01-06,Wednesday,1,2021,16.9,38.7,373.5,1,1,22.6,0,1,0,0,0,0,118.0,15,Afternoon
2021-01-06,Wednesday,1,2021,25.5,59.0,369.9,1,0,23.7,0,1,0,0,0,0,103.9,16,Afternoon
2021-01-06,Wednesday,1,2021,19.9,28.4,237.29999999999998,1,1,1.9,0,1,0,0,0,0,92.2,17,Afternoon
2021-01-06,Wednesday,1,2021,27.7,39.7,237.0,1,1,22.5,0,1,0,0,0,0,97.1,18,Evening
2021-01-06,Wednesday,1,2021,11.3,86.6,242.7,1,1,7.3,0,1,0,0,0,0,94.4,19,Evening
2021-01-06,Wednesday,1,2021,18.4,38.7,239.7,0,1,4.2,0,1,0,0,0,0,79.7,20,Evening
2021-01-06,Wednesday,1,2021,26.3,26.4,245.39999999999998,1,0,6.7,0,1,0,0,0,0,89.9,21,Evening
2021-01-06,Wednesday,1,2021,16.5,41.0,121.19999999999999,1,1,6.0,0,1,0,0,0,0,89.9,22,Evening
2021-01-06,Wednesday,1,2021,25.0,43.6,133.79999999999998,1,1,2.9,0,1,0,0,0,0,95.9,23,Evening
2021-01-07,Thursday,1,2021,6.7,31.3,50.0,0,0,2.9,0,1,0,0,0,0,20.0,0,Late Night
2021-01-07,Thursday,1,2021,12.6,82.2,50.0,0,0,4.4,0,1,0,0,0,0,33.7,1,Late Night
2021-01-07,Thursday,1,2021,12.1,64.5,50.0,0,0,11.6,0,1,0,0,0,0,24.1,2,Late Night
2021-01-07,Thursday,1,2021,21.9,41.7,50.0,0,0,3.9,0,1,0,0,0,0,47.1,3,Late Night
2021-01-07,Thursday,1,2021,8.1,55.3,50.0,0,0,1.3,0,1,0,0,0,0,31.6,4,Late Night
2021-01-07,Thursday,1,2021,5.0,77.5,50.0,0,0,10.0,0,1,0,0,0,0,25.5,5,Late Night
2021-01-07,Thursday,1,2021,12.4,73.4,84.6,0,0,0.8,0,1,0,0,0,0,38.2,6,Morning
2021-01-07,Thursday,1,2021,10.4,68.5,92.39999999999999,1,0,0.0,0,1,0,0,0,0,59.9,7,Morning
2021-01-07,Thursday,1,2021,22.3,84.8,81.6,0,1,20.6,0,1,0,0,0,0,70.0,8,Morning
2021-01-07,Thursday,1,2021,19.6,30.0,342.9,1,0,14.0,0,1,0,0,0,0,75.5,9,Morning
2021-01-07,Thursday,1,2021,21.7,49.9,345.59999999999997,1,1,41.7,0,1,0,0,0,0,109.7,10,Morning
2021-01-07,Thursday,1,2021,16.6,64.9,342.3,1,0,41.9,0,1,0,0,0,0,84.0,11,Morning
2021-01-07,Thursday,1,2021,28.4,39.6,363.0,1,0,58.2,0,1,0,0,0,0,88.3,12,Afternoon
2021-01-07,Thursday,1,2021,19.3,37.2,354.3,1,0,29.6,0,1,0,0,0,0,98.9,13,Afternoon
2021-01-07,Thursday,1,2021,32.1,36.8,338.4,1,0,48.2,0,1,0,0,0,0,98.9,14,Afternoon
2021-01-07,Thursday,1,2021,19.7,52.6,370.5,1,0,0.0,0,1,0,0,0,0,113.6,15,Afternoon
2021-01-07,Thursday,1,2021,14.7,32.4,371.09999999999997,1,0,0.0,0,1,0,0,0,0,91.3,16,Afternoon
2021-01-07,Thursday,1,2021,8.0,55.9,240.89999999999998,0,1,8.2,0,1,0,0,0,0,66.9,17,Afternoon
2021-01-07,Thursday,1,2021,17.1,67.9,227.1,0,1,0.0,0,1,0,0,0,0,74.7,18,Evening
2021-01-07,Thursday,1,2021,24.5,25.8,239.1,1,1,3.0,0,1,0,0,0,0,122.7,19,Evening
2021-01-07,Thursday,1,2021,17.7,60.2,239.1,1,1,3.5,0,1,0,0,0,0,114.9,20,Evening
2021-01-07,Thursday,1,2021,25.9,38.7,229.79999999999998,1,1,3.9,0,1,0,0,0,0,114.9,21,Evening
2021-01-07,Thursday,1,2021,9.8,68.0,122.69999999999999,0,0,3.0,0,1,0,0,0,0,50.4,22,Evening
2021-01-07,Thursday,1,2021,23.1,38.6,122.1,0,0,9.0,0,1,0,0,0,0,62.2,23,Evening
2021-01-08,Friday,1,2021,16.4,40.3,50.0,0,0,7.8,0,1,0,0,0,0,36.2,0,Late Night
2021-01-08,Friday,1,2021,6.8,20.5,50.0,1,0,4.3,0,1,0,0,0,0,48.6,1,Late Night
2021-01-08,Friday,1,2021,14.4,62.9,50.0,0,0,3.3,0,1,0,0,0,0,43.0,2,Late Night
2021-01-08,Friday,1,2021,16.3,67.6,50.0,1,0,6.2,0,1,0,0,0,0,58.6,3,Late Night
2021-01-08,Friday,1,2021,9.9,83.6,50.0,0,0,5.1,0,1,0,0,0,0,36.6,4,Late Night
2021-01-08,Friday,1,2021,5.0,70.7,50.0,0,0,4.4,0,1,0,0,0,0,13.6,5,Late Night
2021-01-08,Friday,1,2021,14.0,90.0,91.8,0,1,3.9,0,1,0,0,0,0,55.1,6,Morning
2021-01-08,Friday,1,2021,14.9,59.7,102.89999999999999,0,0,15.6,0,1,0,0,0,0,36.7,7,Morning
2021-01-08,Friday,1,2021,24.0,53.4,88.2,0,0,26.0,0,1,0,0,0,0,34.3,8,Morning
2021-01-08,Friday,1,2021,21.5,88.4,364.2,1,0,45.6,0,1,0,0,0,0,104.5,9,Morning
2021-01-08,Friday,1,2021,22.0,61.7,360.0,0,0,27.8,0,1,0,0,0,0,80.1,10,Morning
2021-01-08,Friday,1,2021,20.9,72.2,358.2,1,0,40.8,0,1,0,0,0,0,91.2,11,Morning
2021-01-08,Friday,1,2021,30.8,24.6,364.2,1,0,68.5,0,1,0,0,0,0,95.9,12,Afternoon
2021-01-08,Friday,1,2021,31.2,63.1,349.5,1,0,43.1,0,1,0,0,0,0,88.7,13,Afternoon
2021-01-08,Friday,1,2021,23.3,33.0,373.5,1,1,17.4,0,1,0,0,0,0,107.9,14,Afternoon
2021-01-08,Friday,1,2021,7.6,76.6,358.2,1,0,15.0,0,1,0,0,0,0,83.2,15,Afternoon
2021-01-08,Friday,1,2021,28.3,48.5,352.5,1,0,14.6,0,1,0,0,0,0,119.9,16,Afternoon
2021-01-08,Friday,1,2021,21.0,45.9,223.5,0,0,0.0,0,1,0,0,0,0,79.9,17,Afternoon
2021-01-08,Friday,1,2021,21.3,51.0,256.8,1,1,5.2,0,1,0,0,0,0,116.5,18,Evening
2021-01-08,Friday,1,2021,12.2,29.7,239.1,1,1,2.8,0,1,0,0,0,0,85.7,19,Evening
2021-01-08,Friday,1,2021,20.7,34.8,250.5,0,1,5.2,0,1,0,0,0,0,73.8,20,Evening
2021-01-08,Friday,1,2021,16.8,20.0,249.89999999999998,1,1,6.9,0,1,0,0,0,0,121.2,21,Evening
2021-01-08,Friday,1,2021,17.0,47.3,114.3,0,0,9.1,0,1,0,0,0,0,47.9,22,Evening
2021-01-08,Friday,1,2021,26.6,46.2,128.1,0,1,7.6,0,1,0,0,0,0,77.1,23,Evening
2021-01-09,Saturday,1,2021,14.3,54.5,50.0,0,1,2.7,1,1,0,0,0,0,54.2,0,Late Night
2021-01-09,Saturday,1,2021,5.7,40.0,50.0,0,0,5.2,1,1,0,0,0,0,33.1,1,Late Night
2021-01-09,Saturday,1,2021,13.6,40.3,50.0,0,0,8.1,1,1,0,0,0,0,25.9,2,Late Night
2021-01-09,Saturday,1,2021,16.2,34.0,50.0,1,0,1.8,1,1,0,0,0,0,70.5,3,Late Night
2021-01-09,Saturday,1,2021,12.1,82.8,50.0,0,0,12.8,1,1,0,0,0,0,33.4,4,Late Night
2021-01-09,Saturday,1,2021,17.6,82.1,50.0,0,0,8.9,1,1,0,0,0,0,41.0,5,Late Night
2021-01-09,Saturday,1,2021,10.2,77.6,82.2,0,0,5.5,1,1,0,0,0,0,50.6,6,Morning
2021-01-09,Saturday,1,2021,16.2,72.8,87.6,0,1,0.0,1,1,0,0,0,0,64.0,7,Morning
2021-01-09,Saturday,1,2021,11.9,43.0,84.3,0,1,18.7,1,1,0,0,0,0,56.9,8,Morning
2021-01-09,Saturday,1,2021,9.5,79.1,354.0,0,0,30.1,1,1,0,0,0,0,54.8,9,Morning
2021-01-09,Saturday,1,2021,18.5,59.5,352.5,1,0,44.4,1,1,0,0,0,0,85.8,10,Morning
2021-01-09,Saturday,1,2021,12.8,48.2,361.5,1,0,36.3,1,1,0,0,0,0,81.0,11,Morning
2021-01-09,Saturday,1,2021,24.0,50.6,353.4,1,1,45.6,1,1,0,0,0,0,100.9,12,Afternoon
2021-01-09,Saturday,1,2021,26.4,52.1,373.5,1,0,39.4,1,1,0,0,0,0,99.1,13,Afternoon
2021-01-09,Saturday,1,2021,21.3,52.0,353.7,1,0,17.2,1,1,0,0,0,0,109.2,14,Afternoon
2021-01-09,Saturday,1,2021,30.3,47.5,369.59999999999997,1,1,25.7,1,1,0,0,0,0,138.9,15,Afternoon
2021-01-09,Saturday,1,2021,17.8,64.6,374.09999999999997,1,0,21.7,1,1,0,0,0,0,88.6,16,Afternoon
2021-01-09,Saturday,1,2021,13.9,70.6,252.29999999999998,1,1,24.7,1,1,0,0,0,0,98.5,17,Afternoon
2021-01-09,Saturday,1,2021,16.0,46.3,239.7,1,1,0.0,1,1,0,0,0,0,103.4,18,Evening
2021-01-09,Saturday,1,2021,25.5,52.9,233.7,1,0,3.7,1,1,0,0,0,0,91.1,19,Evening
2021-01-09,Saturday,1,2021,10.8,27.4,232.2,0,0,7.3,1,1,0,0,0,0,46.7,20,Evening
2021-01-09,Saturday,1,2021,14.7,70.1,240.29999999999998,1,1,5.6,1,1,0,0,0,0,89.4,21,Evening
2021-01-09,Saturday,1,2021,15.2,66.1,120.0,1,0,5.1,1,1,0,0,0,0,63.7,22,Evening
2021-01-09,Saturday,1,2021,7.7,26.2,129.6,1,0,3.6,1,1,0,0,0,0,62.5,23,Evening
2021-01-10,Sunday,1,2021,21.0,46.0,49.0,0,0,2.3,1,0,0,0,0,0,46.8,0,Late Night
2021-01-10,Sunday,1,2021,12.2,40.2,64.0,0,0,4.7,1,0,0,0,0,0,35.9,1,Late Night
2021-01-10,Sunday,1,2021,15.8,64.3,55.0,1,0,5.9,1,0,0,0,0,0,53.5,2,Late Night
2021-01-10,Sunday,1,2021,12.5,46.9,46.0,0,0,5.5,1,0,0,0,0,0,23.9,3,Late Night
2021-01-10,Sunday,1,2021,17.5,79.5,54.0,0,0,6.3,1,0,0,0,0,0,52.2,4,Late Night
2021-01-10,Sunday,1,2021,10.0,61.2,57.0,1,0,7.4,1,0,0,0,0,0,38.6,5,Late Night
2021-01-10,Sunday,1,2021,20.0,80.5,294.0,0,0,11.3,1,0,0,0,0,0,65.5,6,Morning
2021-01-10,Sunday,1,2021,21.9,70.9,292.0,0,0,18.0,1,0,0,0,0,0,85.3,7,Morning
2021-01-10,Sunday,1,2021,8.9,49.6,310.0,0,0,19.5,1,0,0,0,0,0,56.5,8,Morning
2021-01-10,Sunday,1,2021,15.4,48.4,1161.0,1,0,30.6,1,0,0,0,0,0,164.5,9,Morning
2021-01-10,Sunday,1,2021,19.0,67.6,1292.0,1,0,37.0,1,0,0,0,0,0,172.1,10,Morning
